case_id,case_type,question,response,reference_answer,is_positive,abstained,context_precision,context_recall,faithfulness,answer_relevancy,answer_correctness,errors
rag_pos_011,reasoning,相比 N-gram，神经语言模型好在哪里，又有什么代价？,神经语言模型相比N-gram的优点在于它利用神经网络建模当前词出现的概率与其前n-1个词之间的约束关系，具有更好的泛化能力，能够有效降低数据稀疏带来的问题。缺点则是对长序列的建模能力有限，可能出现长距离遗忘和训练时的梯度消失等问题，构建的模型难以进行稳定的长文本输出。,它能通过分布式表示缓解稀疏性并学习更强泛化能力，但训练和推理计算成本更高。,True,False,0.99999999995,1.0,1.0,0.8897613505593801,0.32573759668066504,{}
rag_pos_012,paraphrase,Transformer 预训练语言模型的优势是什么？,Transformer预训练语言模型的优势包括更强大的泛化能力和丰富的语义表示，可以有效防止过拟合。,Transformer 更擅长建模长距离依赖，并可通过大规模预训练迁移到多种下游任务。,True,False,0.99999999995,1.0,1.0,0.9426045354138566,0.1698093708892472,{}
rag_pos_013,direct,语言模型中的 Scaling Law 是什么意思？,Scaling Law（标度定律）指的是随着预训练语言模型参数的指数级提升，其语言模型性能也会线性上升的现象。这意味着，增加模型的参数量可以显著提高其在语言任务上的表现。,材料所述 Scaling Law 指随着预训练模型参数规模提升，语言模型性能呈规律性提高。,True,False,0.99999999995,1.0,1.0,0.8748112139164136,0.5178633885865185,{}
rag_pos_014,fact,GPT-3 有多少参数？,GPT-3 的参数量高达 1750 亿。,GPT-3 的参数量为 1750 亿。,True,False,0.99999999995,1.0,1.0,0.8922989512502025,0.9961487381700882,{}
rag_pos_015,paraphrase,什么叫大模型的能力涌现？,大模型的能力涌现是指在预训练语言模型中，当模型参数量达到一定规模时，模型会展现出一些之前未具备的能力。例如，GPT-3在参数量达到1750亿时，能够在不调整权重的情况下，仅依据用户给出的任务示例完成后续任务，这种现象被称为能力涌现。,当模型规模越过某个阈值后，会突然表现出小模型不具备或很弱的新能力。,True,False,0.99999999995,1.0,1.0,0.8172037944007334,0.782218410988292,{}
rag_pos_016,direct,BLEU 指标主要衡量什么？,BLEU指标主要衡量一种语言翻译成另一种语言的文本质量，具体定义为与人类翻译结果的一致性程度。,BLEU 通过比较候选文本与参考文本的 N-gram 匹配程度衡量生成质量，更偏重准确率。,True,False,0.99999999995,1.0,1.0,0.9229726668032371,0.48457262681808155,{}
rag_pos_017,reasoning,BLEU 为什么要限制重复词的匹配次数？,BLEU限制重复词的匹配次数是为了避免在评估翻译质量时出现不合理的高分情况。例如，如果一个预测文本中某个词重复出现多次，而目标文本中该词只出现一次，按照简单的匹配方法可能会导致不准确的匹配度，从而使得BLEU分数偏高。通过限制匹配次数为目标文本中该词的出现次数，可以更准确地反映翻译的质量，确保评估结果更具公正性和合理性。,为避免候选文本反复输出同一个命中词却获得虚高分数，需要使用参考文本中的最大出现次数进行截断。,True,False,0.99999999995,1.0,1.0,0.9411490205354203,0.5067229791732871,{}
rag_pos_018,direct,BLEU 的 2-gram、3-gram、4-gram 匹配是在做什么？,BLEU 的 2-gram、3-gram、4-gram 匹配是在计算生成文本与参考文本之间的相似度。具体来说，它将生成的文本和参考文本按 2-gram、3-gram、4-gram 拆分，然后比较这些 n-gram 的匹配情况，以评估生成文本的质量。通过这种方式，可以衡量生成文本在不同 n-gram 范围内的准确性和覆盖度。,它们分别统计连续 2、3、4 个词的片段在候选文本和参考文本中的匹配情况。,True,False,0.99999999995,1.0,1.0,0.829811921072143,0.916852974251828,{}
rag_pos_019,direct,ROUGE 是什么指标？,ROUGE指标是在机器翻译、自动摘要、问答生成等领域常见的评估指标。它通过将模型生成的摘要或回答与参考答案（一般是人工生成的）进行比较计算，得到对应的得分。ROUGE指标主要基于召回率，分为四种方法：ROUGE-N、ROUGE-L、ROUGE-W和ROUGE-S。,ROUGE 是机器翻译、自动摘要和问答生成等任务中比较生成文本与参考答案的评估指标。,True,False,0.99999999995,1.0,1.0,0.8747858162038266,0.6434494780371176,{}
rag_pos_020,reasoning,ROUGE 和 BLEU 的侧重点有什么不同？,ROUGE和BLEU的侧重点不同。ROUGE主要基于召回率，关注生成结果与参考答案之间的匹配程度，适用于自动摘要和问答生成等任务。而BLEU则更注重准确率，主要用于评估翻译质量，衡量生成文本与人类翻译结果的一致性。,ROUGE 更偏重召回率，BLEU 更偏重准确率。,True,False,0.9999999999,1.0,1.0,0.9247118282169019,0.53702889401755,{}
rag_pos_021,direct,ROUGE-1、ROUGE-2、ROUGE-L、ROUGE-S 分别属于什么？,ROUGE-1、ROUGE-2、ROUGE-L、ROUGE-S 都属于 ROUGE 指标的不同计算方法，用于评估机器翻译、自动摘要、问答生成等领域中生成文本与参考文本的匹配程度。具体来说，ROUGE-1 和 ROUGE-2 是基于 N-gram 的召回率计算，ROUGE-L 是基于最长公共子序列的召回率计算，而 ROUGE-S 则是基于跳跃 N-gram 的召回率计算。,它们是 ROUGE 的不同计算方式，分别从一元、二元、最长公共子序列和跳跃二元组等角度衡量匹配。,True,False,0.99999999995,1.0,0.8,0.611498415275038,0.6791705230003133,{}
rag_pos_022,direct,困惑度 PPL 用来衡量什么？,困惑度 PPL 用来度量一个概率分布或概率模型预测样本的好坏程度。具体来说，给测试集的句子赋予较高概率值的语言模型较好，模型在测试集上的概率越高越好。,PPL 用于衡量概率分布或概率模型预测样本的好坏。,True,False,0.99999999995,1.0,1.0,0.7749083180215995,0.5895319202976474,{}
rag_pos_023,hard_paraphrase,PPL 越大说明语言模型越好吗？,根据当前知识库，无法回答该问题。,不是。句子概率越大通常表示模型越好，而困惑度越小越好。,True,True,0.99999999995,0.5,0.0,0.0,0.11257797178453939,{}
rag_pos_024,reasoning,句子概率、模型质量和困惑度之间是什么关系？,句子概率越大，说明语言模型对该句子的预测越好，因此模型质量越高；相应地，困惑度越小，表示模型对句子的预测能力越强。因此，句子概率与模型质量成正相关，困惑度与模型质量成负相关。,测试句子概率越大，模型通常越好；对应的困惑度越小。,True,False,0.99999999995,1.0,1.0,0.7668504878530605,0.6397124391584974,{}
rag_neg_001,hard_negative,这个项目的 Milvus nprobe 配置是多少？,根据当前知识库，无法回答该问题。,知识库未提供该信息。,False,True,0.0,,0.0,0.0,0.21158949488544374,{}
rag_neg_002,hard_negative,BGE-M3 的稠密向量维度是多少？,根据当前知识库，无法回答该问题。,知识库未提供该信息。,False,True,0.0,,0.0,0.0,0.21158949488544374,{}
rag_neg_003,hard_negative,RAG 父块和子块分别切多大？,根据当前知识库，无法回答该问题。,知识库未提供该信息。,False,True,0.0,,0.0,0.0,0.21158949488544374,{}
rag_neg_004,hard_negative,课程学费是多少钱？,根据当前知识库，无法回答该问题。,知识库未提供该信息。,False,True,0.0,,0.0,0.0,0.21158949488544374,{}
rag_neg_005,hard_negative,DeepSeek API 当前每百万 token 的价格是多少？,根据当前知识库，无法回答该问题。,知识库未提供该信息。,False,True,0.0,,0.0,0.0,0.21158949488544374,{}
